severity,disease,filename,filepath,width,height,format,mode
Terparah,Basal Cell Carcinoma (BCC),ISIC_0065298.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0065298.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6714006.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6714006.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-neurofibromas-14.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-neurofibromas-14.jpg,682,720,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-syringoma-45.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-syringoma-45.jpg,720,464,JPEG,RGB
Terparah,Melanoma,ISIC_7025159.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7025159.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,v-varicella-49.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\v-varicella-49.jpg,720,467,JPEG,RGB
Ringan,hyperpigmentation,Crop-100350_100300lp-pigmentosus2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\Crop-100350_100300lp-pigmentosus2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,194,122,JPEG,RGB
Sedang,Melasma,01F3MMWT0B1CGT5C650VZ0YSPN_jpeg_jpg.rf.42cbb59327e275d4e107cbead6653905.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\01F3MMWT0B1CGT5C650VZ0YSPN_jpeg_jpg.rf.42cbb59327e275d4e107cbead6653905.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0058787.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0058787.jpg,1024,1024,JPEG,RGB
Normal,healthy skin,Berminyak176_jpg.rf.c1834def7d15160164823ce2b162192a.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Berminyak176_jpg.rf.c1834def7d15160164823ce2b162192a.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7328463.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7328463.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-seborrheic-keratoses-ruff-14.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-seborrheic-keratoses-ruff-14.jpg,720,469,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072427.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072427.jpg,1024,1024,JPEG,RGB
Ringan,hyperpigmentation,saturation-150acquired-dermal-macular-hyperpigmentation-017__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\saturation-150acquired-dermal-macular-hyperpigmentation-017__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Ringan,Atopic Dermatitis,0_0.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\0_0.jpg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0027865.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0027865.jpg,600,450,JPEG,RGB
Sedang,Melasma,c50f9565-f974-4676-a061-89c528cc4152_jpg.rf.127cf0ca61ad517f0e5aba7d02a0a5b9.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\c50f9565-f974-4676-a061-89c528cc4152_jpg.rf.127cf0ca61ad517f0e5aba7d02a0a5b9.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,6_139.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\6_139.jpg,294,222,JPEG,RGB
Sedang,Melasma,levle0_241_jpg.rf.177a74048c4064c25cb8900e20531802.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_241_jpg.rf.177a74048c4064c25cb8900e20531802.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0058911.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0058911.jpg,1024,1024,JPEG,RGB
Ringan,hyperpigmentation,saturation-100acquired-dermal-macular-hyperpigmentation-007__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\saturation-100acquired-dermal-macular-hyperpigmentation-007__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072186.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072186.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-dermatofibroma-47.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-dermatofibroma-47.jpg,627,720,JPEG,RGB
Ringan,Atopic Dermatitis,6_239.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\6_239.jpg,294,222,JPEG,RGB
Normal,healthy skin,Normal253_jpg.rf.6b12bc6f766136fabbda1d04f9b98cea.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal253_jpg.rf.6b12bc6f766136fabbda1d04f9b98cea.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0069709.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0069709.jpg,1024,1024,JPEG,RGB
Normal,healthy skin,normal11.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal11.png,224,224,PNG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072269.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072269.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6789222.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6789222.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0031171.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0031171.jpg,600,450,JPEG,RGB
Normal,healthy skin,Screenshot_2023-06-16-13-20-02-140_com-bd-nproject-edit_jpg.rf.7cd6cfa47601d1f966fee61cb3e178a1.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Screenshot_2023-06-16-13-20-02-140_com-bd-nproject-edit_jpg.rf.7cd6cfa47601d1f966fee61cb3e178a1.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_6970727.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6970727.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0059394.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0059394.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7101810.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7101810.jpg,512,512,JPEG,RGB
Sedang,Melasma,03264_png_jpg.rf.8c8f5a442b50ce4e057e8059048c9799.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\03264_png_jpg.rf.8c8f5a442b50ce4e057e8059048c9799.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0061752.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0061752.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0024403.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0024403.jpg,600,450,JPEG,RGB
Normal,healthy skin,normal99.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal99.png,224,224,PNG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0065863.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0065863.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-epidermal-nevus-55.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-epidermal-nevus-55.jpg,720,472,JPEG,RGB
Ringan,Atopic Dermatitis,0_4.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\0_4.jpg,294,222,JPEG,RGB
Normal,healthy skin,Normal17_jpg.rf.542f0bce19c0f8dff62a95e9d6d34f69.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal17_jpg.rf.542f0bce19c0f8dff62a95e9d6d34f69.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7447456.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7447456.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7599869.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7599869.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0058589.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0058589.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-keratoacanthoma-16.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-keratoacanthoma-16.jpg,720,493,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-epidermal-cyst-139.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-epidermal-cyst-139.jpg,720,480,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0064511.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0064511.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7494221.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7494221.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,7_19.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\7_19.jpg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7521470.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7521470.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-common-44.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-common-44.jpg,720,472,JPEG,RGB
Ringan,Eczema,t-eczema-hand-110.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-hand-110.jpg,720,480,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0054589.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0054589.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072625.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072625.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7510327.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7510327.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0071724.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0071724.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-epidermal-cyst-187.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-epidermal-cyst-187.jpg,720,472,JPEG,RGB
Ringan,Eczema,t-eczema-chronic-28.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-chronic-28.jpg,720,472,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Psoriasis-Guttate-30.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Psoriasis-Guttate-30.jpg,720,480,JPEG,RGB
Terparah,Melanoma,ISIC_7561635.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7561635.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0028104.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0028104.jpg,600,450,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0055584.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0055584.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0057977.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0057977.jpg,1024,1024,JPEG,RGB
Sedang,Melasma,06643_png_jpg.rf.9f50cc1244899f44efcb75d124670370.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\06643_png_jpg.rf.9f50cc1244899f44efcb75d124670370.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0026277.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0026277.jpg,600,450,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-stucco-keratoses-56.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-stucco-keratoses-56.jpg,477,720,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0029741.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0029741.jpg,600,450,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-psoriasis-palms-soles-117.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-psoriasis-palms-soles-117.jpg,720,472,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,5_35.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\5_35.jpg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7070020.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7070020.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,v-herpes-simplex-37.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\v-herpes-simplex-37.jpg,476,720,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0033952.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0033952.jpg,600,450,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-cutaneous-70.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-cutaneous-70.jpg,489,720,JPEG,RGB
Sedang,Melasma,levle1_362_jpg.rf.0436ed7d817e5b0a4cb647b776239a1e.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_362_jpg.rf.0436ed7d817e5b0a4cb647b776239a1e.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7034769.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7034769.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7388325.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7388325.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0061437.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0061437.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-seborrheic-keratoses-smooth-111.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-seborrheic-keratoses-smooth-111.jpg,720,484,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Psoriasis-Hand-24.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Psoriasis-Hand-24.jpg,720,472,JPEG,RGB
Normal,healthy skin,normal65.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal65.png,224,224,PNG,RGB
Ringan,Atopic Dermatitis,8_23.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\8_23.jpg,294,222,JPEG,RGB
Sedang,Melasma,01689_png_jpg.rf.9af39951591bc7baf81b820122e3f6a1.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\01689_png_jpg.rf.9af39951591bc7baf81b820122e3f6a1.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0054448.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0054448.jpg,1024,1024,JPEG,RGB
Sedang,Melasma,43_jpg.rf.fadb2bf8fef6b54bfa9961ec6cbe0c8e.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\43_jpg.rf.fadb2bf8fef6b54bfa9961ec6cbe0c8e.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0068597.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0068597.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0061356.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0061356.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6763490.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6763490.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal230_jpg.rf.ca9922207be2640e9de33238743feafa.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal230_jpg.rf.ca9922207be2640e9de33238743feafa.jpg,512,512,JPEG,RGB
Sedang,Melasma,07896_png_jpg.rf.c59786332fc27e1dac6afa18289e9252.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\07896_png_jpg.rf.c59786332fc27e1dac6afa18289e9252.jpg,512,512,JPEG,RGB
Sedang,Melasma,332_jpg.rf.ebcc934d688fab6fd7cafd4718f17b99.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\332_jpg.rf.ebcc934d688fab6fd7cafd4718f17b99.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0053648.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0053648.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,v-warts-digitate-36.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\v-warts-digitate-36.jpg,720,477,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0061909.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0061909.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-common-108.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-common-108.jpg,720,475,JPEG,RGB
Sedang,Melasma,HelloIMG1654444314203-copy_jpeg.rf.a55e1c910b6ba2b060a3241e0f3569bb.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\HelloIMG1654444314203-copy_jpeg.rf.a55e1c910b6ba2b060a3241e0f3569bb.jpg,512,512,JPEG,RGB
Normal,healthy skin,Berminyak132_jpg.rf.cae8d4cad23610aa5717a6f37df54384.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Berminyak132_jpg.rf.cae8d4cad23610aa5717a6f37df54384.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7121344.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7121344.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-cutaneous-13.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-cutaneous-13.jpg,720,472,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,6_110.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\6_110.jpg,294,222,JPEG,RGB
Ringan,Atopic Dermatitis,t-6IMG006.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\t-6IMG006.jpg,488,720,JPEG,RGB
Terparah,Melanoma,ISIC_7491389.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7491389.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0027058.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0027058.jpg,600,450,JPEG,RGB
Terparah,Melanoma,ISIC_7619491.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7619491.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0027744.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0027744.jpg,600,450,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-zoster-125.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-zoster-125.jpg,720,459,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0068659.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0068659.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7495058.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7495058.jpg,512,512,JPEG,RGB
Sedang,Melasma,levle0_268_jpg.rf.a8856b0827bd9549db5026fee78d6821.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_268_jpg.rf.a8856b0827bd9549db5026fee78d6821.jpg,512,512,JPEG,RGB
Ringan,hyperpigmentation,padd-100100_100100acquired-dermal-macular-hyperpigmentation-019__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\padd-100100_100100acquired-dermal-macular-hyperpigmentation-019__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,494,422,JPEG,RGB
Sedang,Melasma,03193_png_jpg.rf.74b5e59743df33f76353240d5601b765.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\03193_png_jpg.rf.74b5e59743df33f76353240d5601b765.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-keratoacanthoma-98.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-keratoacanthoma-98.jpg,720,472,JPEG,RGB
Terparah,Melanoma,ISIC_7619234.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7619234.jpg,512,512,JPEG,RGB
Ringan,Eczema,t-id-reaction-11.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-id-reaction-11.jpg,720,472,JPEG,RGB
Sedang,Melasma,levle1_85_jpg.rf.248378c1de235f1c8c39e9046decf38d.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_85_jpg.rf.248378c1de235f1c8c39e9046decf38d.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7592406.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7592406.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0072040.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0072040.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7297759.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7297759.jpg,512,512,JPEG,RGB
Ringan,hyperpigmentation,superpixels-25acquired-dermal-macular-hyperpigmentation-010__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\superpixels-25acquired-dermal-macular-hyperpigmentation-010__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0067491.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0067491.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-corns-9.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-corns-9.jpg,480,720,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0072834.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0072834.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0027710.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0027710.jpg,600,450,JPEG,RGB
Terparah,Melanoma,ISIC_7481978.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7481978.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0060625.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0060625.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7015694.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7015694.jpg,512,512,JPEG,RGB
Sedang,Melasma,images-2021-12-18T163944-479_jpg.rf.9e2a7acf6875d1214949435de9dd3b61.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\images-2021-12-18T163944-479_jpg.rf.9e2a7acf6875d1214949435de9dd3b61.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-flat-70.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-flat-70.jpg,720,481,JPEG,RGB
Sedang,Melasma,08446_png_jpg.rf.f7f05ea3ebe00d3512bda6cf29f0d241.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\08446_png_jpg.rf.f7f05ea3ebe00d3512bda6cf29f0d241.jpg,512,512,JPEG,RGB
